# CSV-File created with merge-csv.com
# -----------------------------------------------------------

ID,bank_account_balance_20,bank_account_balance_21,bank_account_balance_22,bank_account_balance_23,bank_account_balance_24,bank_account_balance_25,bank_account_balance_26,bank_account_balance_27,bank_account_balance_28,bank_account_balance_29,bank_account_balance_30,bank_account_balance_31,bank_account_balance_32,bank_account_balance_33,bank_account_balance_34,bank_account_balance_35,bank_account_balance_36,bank_account_balance_37,bank_account_balance_38,bank_account_balance_39,bank_account_balance_40,bank_account_balance_41,bank_account_balance_42,bank_account_balance_43,bank_account_balance_44,bank_account_balance_45,bank_account_balance_46,bank_account_balance_47,bank_account_balance_48,bank_account_balance_49,bank_account_balance_50
1552,51308,57438,62876,73491,73405,79048,84475,87336,96370,95091,105562,119021,132469,136788,133441,145744,162134,186574,212492,201668,216865,218851,348552,483197,441228,452758,698088,873621,944137,977669,989071
1952,53632,58030,62127,71846,74148,78971,83207,89350,96461,97415,96184,110870,131840,136741,131308,147084,163322,191177,204732,208910,216102,268518,215642,473698,417231,579567,628538,886709,930965,944383,938210
1291,54987,56172,61180,70838,73646,79057,83937,85282,97635,97718,97455,101439,132928,138679,132294,149929,167093,192915,205938,204184,216115,268024,258573,474783,481328,496186,614573,895457,947861,952413,903829
1106,51966,58501,63245,70776,74131,78073,84678,88767,99147,98044,99626,107994,130400,137740,138498,146020,162690,187725,212491,214316,216199,271265,325177,430967,452991,437487,662268,849131,968462,944275,981850
1980,52926,57278,60898,73824,73511,79983,83972,84377,95737,99497,101575,100376,131670,139638,135652,146575,162354,185388,214089,203203,216348,229285,377372,438633,477726,406594,680540,815378,965703,938892,974293
1555,53650,57510,62208,73186,75119,78726,83743,87537,96287,95342,108239,104806,132603,136978,130429,145668,164634,186433,209702,202387,216902,290963,280862,462429,423523,516398,670994,821323,945697,910103,991608
1009,50986,56745,63068,72627,76960,78861,84382,89787,96975,96906,103111,111261,132214,137597,139876,146264,161021,194926,210475,201705,216757,224709,287664,424255,420290,555881,617657,889621,999124,958792,915039
1283,53394,57368,62962,71138,73638,79687,83909,85030,99550,99596,107304,111500,130288,136540,130953,149732,162698,186085,203705,203193,216147,224680,214233,457322,406461,570082,618976,887081,917522,901869,944961
1387,53824,57152,62933,71593,73913,78494,84552,85659,98911,95529,106771,111998,131751,139429,139164,149346,169382,184656,200068,214656,216718,269129,340626,441931,453045,596869,669405,817427,933535,923752,988895
1944,52857,57518,60001,73863,73554,78919,84325,89900,97547,97764,104615,110748,133421,136893,136431,149663,168769,180372,202570,204997,216678,240590,285557,447279,412093,494349,694342,831390,962514,919883,927089
1831,54697,56222,61676,70605,76429,79398,84447,84121,95161,96447,104125,118177,133000,137844,138265,146421,169271,185243,207213,210203,216376,258871,321833,496074,414674,462589,631838,854140,976749,933104,914435
1362,53453,58448,62790,73111,73133,78450,84652,89470,95187,96209,98262,103911,131354,136356,130007,145340,165145,188676,217767,202227,216332,288924,313078,416593,413173,419174,675729,822440,908122,914702,988584
1317,50761,57031,63907,72805,74619,79785,83052,84864,96816,95846,107941,112025,130181,137932,135564,147990,169986,191944,214002,211006,216163,274653,201002,469801,486275,535831,605036,864214,930720,918956,963352
1624,50358,58770,62340,71741,75345,78438,84945,89277,96224,98719,102732,115064,133435,139312,132990,147910,169908,183290,210949,209804,216014,299902,216524,424543,410589,569951,681793,817198,910480,992725,964088
1402,51760,56774,64511,73730,73386,79559,83431,84596,98331,96683,101896,102749,130753,136923,139901,146131,165175,182627,209812,208482,216939,246973,311083,422450,474972,438460,674649,890786,936794,968620,900946
1290,53802,57107,60302,70702,74746,78032,83506,89001,99771,99509,99623,115802,133977,136846,136246,149781,166910,179451,215714,213034,216022,221451,232012,420311,426182,460408,639972,862454,923537,944994,971878
1305,54940,58550,60008,72113,75954,78271,83553,86110,95927,96109,103172,106428,131131,138721,130569,147179,167578,186396,207244,214400,216089,224519,214591,421668,436298,457055,696704,863408,904474,962676,971352
1804,54348,56355,61805,73332,75786,78192,83320,89556,98898,95007,108513,106174,132060,136349,130236,147570,168736,183217,219324,206377,216897,251066,264753,493779,450633,566295,662538,868359,958690,968409,936148
1229,51509,56846,62531,71074,74389,79187,84977,85506,96136,97627,102582,107754,131216,139322,139302,145484,161871,197561,206634,206190,216460,233573,242663,475428,454770,475722,651969,830448,967208,961474,975849
1832,50223,57191,64505,70550,76845,78142,83596,88795,96720,95394,103999,112288,134272,138244,133077,145503,165512,185893,205819,203983,216689,228615,352731,410417,463503,589866,614676,896661,930205,928662,966717
1906,51308,58378,62367,70462,73821,79359,83142,84023,97460,96018,96956,108208,133585,138749,135295,148341,162063,194387,201016,200708,216965,257843,269757,401424,498975,507419,659130,887577,984749,986706,965846
1180,53629,57961,61612,71355,75761,78796,83114,86759,96870,95699,105952,108494,132213,137100,136895,145365,161388,181748,207230,202929,216546,232175,390250,415649,410409,469877,696497,895118,938825,934579,980130
1993,53590,57822,61352,70550,75550,78518,84039,85680,96956,95242,96436,116347,132073,138530,138334,145965,169277,189633,216563,213161,216685,243044,385551,414737,409748,462659,698305,801773,995245,908482,990403
1056,53895,56464,63264,72778,75927,79393,83064,86381,97350,99375,101069,101889,133428,138216,132820,148945,162565,187227,219810,204299,216280,219323,354120,484590,469175,404268,637775,875851,972302,992039,926131
1604,50243,58317,61711,70394,75484,79669,83844,84720,98234,99626,101148,101629,133904,138395,138825,148499,165227,186913,204062,211275,216127,296270,393204,416437,476373,452543,671257,840194,938657,956080,990328
1931,51513,57025,62246,71498,74104,78252,84391,84478,98441,99570,100262,105164,130447,136974,138218,147298,161174,181033,219937,208682,216534,238733,248302,456082,432142,454958,630225,882262,963998,917711,924024
1439,51384,58207,64131,70045,75880,79154,84073,85289,99798,99981,97830,112348,130182,136051,139686,146082,161039,186073,211818,201376,216418,294044,305919,423317,429224,576339,671600,887270,923001,992208,918674
1085,53626,58042,60117,71897,74710,79385,84652,89223,97724,96803,108547,114348,130240,138534,133639,145322,167634,185261,213800,205801,216312,283375,342629,449021,468394,487799,634571,833950,967077,903783,910303
1051,53905,56211,62551,70049,76726,79094,83182,84521,97132,98435,108463,115268,132514,139003,133667,148062,163160,193830,208308,208662,216978,225693,333048,453851,464000,445087,647770,885003,979547,921850,903234
1333,54822,58081,61228,71173,74760,78420,83920,86902,95682,99279,98962,103684,133379,138344,137841,149717,161762,179379,208771,205273,216512,274582,243906,438714,427267,563867,613658,877626,985740,986754,963877
1370,54379,57296,64218,71428,74626,78250,84175,88409,96711,99544,96987,116798,132778,138195,135890,148907,169598,188363,211492,200990,216637,248536,307405,426992,444141,432325,646605,859336,984206,999271,965464
1496,53511,57972,62519,73735,76069,79276,84633,88312,97972,96243,108917,100724,130312,138951,135854,146514,168200,194429,201587,202711,216943,224542,265013,488001,476668,498609,613331,824726,956854,999969,910351
1534,53339,57157,62068,71959,75433,78256,84762,85050,97713,99092,107367,107591,134445,138039,136096,145513,169229,183963,200226,208092,216166,286130,276152,423853,493498,549019,669539,846594,958361,905885,983565
1814,52511,56037,61293,71779,75270,78652,83871,88273,97610,98427,102481,101792,132400,137114,137650,147017,166122,197964,214921,200239,216235,291812,383756,456307,412652,545761,627612,860780,941167,918592,933139
1677,50052,57402,60607,71145,75069,78657,84345,85665,95727,99849,103979,105144,132067,137078,132318,149917,161864,180204,203500,205856,216939,237502,345567,402541,462810,476714,603193,830890,934126,952390,961568
1076,51858,56043,64778,73396,74958,78952,84170,84851,98011,95438,105950,100824,133273,136600,132817,147161,166186,198093,213821,203944,216495,255176,331267,471503,405814,501918,682759,841060,914022,990048,925500
1314,52148,56569,62545,73865,74421,79199,84263,87236,95330,99357,102430,118525,134548,139376,136052,147727,169356,181462,212318,202605,216247,278653,340170,448721,484044,404401,625749,801142,956939,952675,932214
1512,51935,57368,63065,72819,74275,79068,84155,88279,98382,96697,109740,115649,130775,136656,139085,147218,166214,198202,205428,201173,216708,238497,305471,492925,426889,462391,605126,800627,939154,944394,970139
1724,50783,57166,64177,71705,73964,79259,84011,84085,97598,97357,97130,109168,132792,136367,135912,145383,165481,192904,210793,207270,216704,280639,204714,474745,449933,525281,626751,874367,920717,935755,975718
1264,51243,56304,64883,70913,75947,78325,83336,87786,95052,99001,101082,114942,132139,136133,139256,147960,165150,185511,208187,205880,216371,291748,234884,457062,433845,488958,661045,895469,915957,975676,932532
1560,53828,58908,63921,72925,75506,78068,83846,84599,96894,98954,104807,102578,134512,139398,133554,147282,165970,179161,203480,200447,216194,237829,213462,445704,482325,499979,674066,835874,916340,907928,957556
1641,50240,57538,60446,73898,73162,78523,84447,88199,99115,95938,105198,104735,132118,138606,131409,147126,161964,185906,205676,209086,216354,273564,205879,475551,430491,586757,691007,813241,979755,961610,913414
1618,50400,57474,61918,73478,76263,79714,83377,85290,98762,98639,100610,116407,130690,136711,132894,149175,162136,187639,208038,213733,216928,268219,292050,436573,416363,499863,645053,874135,962137,945517,998241
1188,53347,57690,61767,72286,74664,79905,83775,86529,96017,96054,102041,107453,133544,137591,135151,149351,169130,195749,202223,207810,216958,297660,324648,426469,498190,537052,678098,832795,991760,995223,920812
1660,54173,58427,62496,73822,73373,79532,84906,89611,99558,97781,104244,116466,131393,137858,136623,145132,169679,189859,215110,211475,216568,250027,383678,406254,433077,495238,674316,850693,951906,911057,947511
1662,53603,57758,63497,73499,76240,78970,84896,84604,96457,99830,102612,105044,132108,137258,133078,147262,166332,181364,219694,202545,216874,292750,367444,443095,471768,444030,678585,822590,945414,921489,950842
1708,51769,57085,64708,70654,75006,79326,84215,85290,95241,98369,101720,102586,131729,137822,139636,147965,162236,179967,218054,209538,216342,270823,252731,423478,429198,509249,648862,859919,970182,912503,1000549
1919,54422,57427,61083,71178,76448,79462,83238,85454,99335,95971,103866,102071,131352,139024,139966,148519,167419,180932,201442,210438,216960,286549,251503,465725,431232,484978,658909,861119,935400,986402,911580
1773,54824,56572,61337,72598,73053,79243,84263,84471,98912,98990,105936,115566,134290,137769,136803,146233,160861,190631,205059,209393,216256,294975,321759,452897,408405,532568,606219,888677,993145,936648,998043
1711,50751,58704,64268,71301,74489,79966,83191,86971,96450,97164,108786,101836,132726,137433,131152,149002,165053,192964,210358,203536,216682,226757,382294,445977,473511,592745,652189,873465,950529,984807,964687
1537,54662,58134,61125,73372,76279,78581,84323,84068,95439,99045,103770,101464,132995,138932,133974,146193,169119,186111,219295,206773,216514,219258,302231,439130,447803,518954,628637,858643,958666,952519,970496
1458,54457,57340,60664,71153,75955,78108,84135,89819,98792,99161,96719,108460,133070,138773,139576,145951,164101,191669,219477,209674,216041,232672,303162,489590,433824,431524,616782,861273,902700,918034,965154
1763,50647,57599,63071,71397,73933,78155,83845,89204,96842,99532,99059,119958,134588,139160,130643,147350,169256,191166,212200,213094,216337,221837,262321,451965,454462,503607,665572,801827,973267,950059,912652
1762,50026,58018,60673,70964,75435,79383,83586,89655,96099,99034,108685,106643,133491,136623,139714,147119,162660,191906,203490,211877,216218,231429,352625,406267,451104,424979,635686,819433,982165,941231,926109
1289,51429,57508,60481,73362,75366,78247,84112,86636,95187,95177,98920,109493,132238,139364,138374,146686,164366,196374,202377,204056,216624,265630,304424,439348,406148,462862,672845,850590,926467,950177,984236
1853,51787,57490,61380,73190,73761,79802,83386,84715,97988,96370,102731,109359,132414,136880,132336,145980,169406,195627,216878,201324,216847,221949,285469,472112,498918,506693,610045,816167,965987,974523,907972
1528,50121,57425,60910,73944,73025,79216,84819,84664,96891,97902,109088,113023,134204,139276,132874,147822,166824,182522,211668,207244,216455,231230,387984,423271,477581,545349,680185,842016,924700,932747,907526
1492,50344,56598,63788,73729,74661,79761,83728,85073,98504,96562,99555,101529,130320,139996,136768,145885,163588,183146,204876,204839,216161,258141,245409,481934,424046,512604,644039,848296,965818,944183,940488
1789,51747,57230,64539,72897,75507,78708,84342,87898,97444,95757,96985,103683,132332,138024,132536,149019,166571,184729,217150,213066,216780,235938,353464,449602,449372,518355,658990,895556,976050,912664,950100
1655,53576,58647,61888,73685,74538,79225,84667,84239,97826,97678,108786,104868,131816,139361,134843,148367,165149,193896,207869,204969,216819,236190,258213,409942,427951,460975,683158,812325,954132,908235,932650
1166,53170,58622,63238,73857,75054,78177,83579,87098,96852,96660,104140,114070,130483,137487,131290,145659,165088,194570,214635,203560,216562,267727,330147,480353,458435,501888,602581,874513,939863,908748,912525
1038,52865,56575,64719,73244,73034,79228,83400,85167,97775,96416,103756,107944,130071,139211,137717,149265,169518,194772,205134,208047,216324,263985,345088,431726,428597,457297,685175,801583,960507,916753,949976
1610,51897,56317,63115,72019,73565,78391,83707,88185,98509,97739,100976,106362,132544,137142,139255,145238,169991,186247,208460,211106,216274,282806,340306,416318,433155,426643,644559,839417,921898,955197,973806
1657,51488,57538,63196,72585,75838,78904,83533,85739,99137,97874,100632,105566,130345,137120,139141,147264,161119,192210,206028,211339,216513,280026,294272,421387,409702,404254,641458,848580,988595,941434,930908
1855,51482,57610,61106,70509,76696,78967,83302,84232,99789,99687,108732,113438,133157,136099,133619,146070,160422,195787,206491,211675,216395,242498,283561,404340,434670,560607,609676,827494,988953,925013,907745
1181,51220,57439,60627,72639,74459,78698,83160,86989,96182,98876,105776,112442,132490,138470,132419,149282,166007,188350,208599,200415,216337,250739,325075,457186,450770,548843,666628,853506,973418,926807,932548
1298,54846,58161,63726,70262,76509,78057,84665,88979,97650,95754,105777,106120,132146,139409,130949,146924,167791,194766,218874,211334,216499,232185,324354,426992,439558,582000,660509,898367,943614,996891,914390
1414,54181,57520,62707,73001,75507,78626,83824,89512,99132,99039,107743,108919,130186,139155,138548,146100,162742,185042,216117,203609,216335,252424,228457,409112,440204,587053,652773,882282,988910,990495,942956
1024,50888,58970,63768,72545,76120,78974,83154,84807,97000,98555,96027,111255,133713,136542,139030,149674,169389,192723,201073,204031,216813,225496,230523,491467,445638,421568,687771,836438,903618,930278,941674
1676,53872,57984,61693,72755,75521,78185,83794,88366,96314,99820,96327,106924,133675,136835,132384,147112,162324,182132,204128,209218,216053,267169,319483,422538,464253,403501,665801,848929,965865,979269,998404
1108,54136,57604,60863,71604,75437,78295,84853,84486,97339,99263,101618,115991,131358,139113,135583,147179,164257,184796,218975,213537,216923,274098,344558,490517,419579,461541,674553,878701,914651,963789,993347
1117,52945,58936,63990,71156,74283,79349,83929,85207,96025,96900,107474,106418,132850,139564,135028,149905,162505,189256,211436,209053,216233,251377,396384,435109,438636,565676,662368,827444,910030,942733,965314
1386,52323,56330,62334,70167,74952,78006,84382,86738,97122,98699,99899,102481,130552,139056,133603,148382,167552,193297,202697,210339,216368,233760,206872,401055,449683,410681,607498,864744,944098,954990,994364
1256,50192,57233,63121,73564,74299,79727,83199,86311,99377,96316,105747,103236,131577,139081,136870,149406,164524,199861,208674,203535,216282,246776,212107,405254,466392,584301,629005,849289,968614,920431,914835
1241,53621,58565,60605,73314,75547,79293,83381,86320,98001,99793,109129,108872,130778,139810,137449,147163,168271,185130,215085,208163,216995,242277,331285,498336,410019,575811,600324,861743,939111,943517,953528
1695,51853,56678,64205,72437,74292,79047,83264,87942,99790,99794,101572,109487,133584,137459,130246,149156,169603,195889,209308,205117,216118,228726,377747,475015,403839,524951,601017,868261,915289,958950,969260
1237,53456,56495,63858,71919,73240,78606,83998,88941,96936,95415,105031,117285,131417,138139,138682,145869,167397,196929,205595,207726,216595,265159,330680,441094,456308,439534,673665,833741,921142,958646,944494
1219,52180,58921,63729,73748,75287,79043,83225,86549,98489,99832,97852,101708,134770,139519,136486,149145,164717,199895,203392,214675,216724,278163,258112,435046,457873,419578,698811,826688,953000,913497,930291
1493,50479,57919,63981,71560,74114,78630,83633,88035,97295,95560,97116,104631,131495,139971,133326,146437,165015,181606,208822,211995,216845,239578,289743,453367,499330,523853,630608,834463,998861,953327,904813
1227,54054,56015,63010,70960,75254,78215,84168,88091,99728,98140,98959,110665,134815,136423,131892,146284,164347,195458,219633,210151,216119,294523,378993,487190,406160,542836,644290,830739,994453,930320,922289
1496,51019,56760,63519,70029,76199,78574,84867,88745,98826,97518,108705,100993,132448,139775,132759,148016,164321,180423,217191,207752,216324,224898,374613,400366,485141,503821,635485,802478,916660,979806,991946
1691,53866,56512,60705,72042,76021,79717,84304,84779,99947,95672,99411,116917,130833,136794,137109,148405,167126,198301,202920,202083,216217,255753,202801,426942,451038,491550,605865,855005,979247,999230,941089
1792,51088,57055,62884,72444,76040,79761,83750,89347,99637,97342,101766,115027,133529,137441,137128,147245,169290,192399,208466,203866,216866,233486,304815,494226,457912,429420,649789,893185,953955,944792,910548
1905,50948,56915,64377,73694,74795,79555,83983,84835,99629,97597,103867,105260,130721,139121,133040,149998,165003,180090,203704,204698,216395,223485,364866,468011,473510,565204,679619,823505,934892,960480,934598
1158,53886,58354,62776,70734,74940,78949,83251,88967,95502,95526,109502,106869,134448,139858,135204,146383,166965,183847,216284,203526,216546,272467,311867,489344,464404,470194,654851,887151,921848,936184,978587
1893,54313,56313,60046,73325,76216,78522,83463,86323,99238,95795,98832,111157,134494,139496,135034,149570,168676,188378,216658,200608,216932,264039,207145,472912,433911,577631,613084,871584,968579,916926,967876
1376,51825,57280,64894,72920,74402,78071,84932,84232,97454,96994,107141,119132,133405,137007,138757,147390,169169,187825,216197,200212,216312,240833,231310,415332,424919,414556,607414,868101,954337,962951,915914
1729,50650,57085,62819,70323,73240,79726,84973,85389,96193,98519,108484,108090,132558,137785,139423,147387,164985,197895,215715,207395,216355,268677,244304,401064,466600,405030,681257,853761,920640,908394,920868
1174,51715,57659,60293,71761,76527,78569,83915,87219,95328,96673,99419,110970,130142,138006,138152,148596,169095,193424,217432,214323,216879,248933,307453,410162,454043,570317,691173,818955,914850,964906,973737
1494,51387,57500,61772,72753,73301,78530,83885,85217,99238,95291,102466,112066,132291,138439,132838,149582,165197,191337,218292,200425,216858,269407,207736,433722,408371,553200,616745,838907,986484,925276,956013
1693,52303,58630,64158,71392,73412,78356,83858,88780,98411,98608,97757,110111,130556,139128,133468,148009,167902,184078,201880,200740,216203,221909,379176,425138,440627,594488,684172,835392,952323,972776,955995
1549,52743,57013,63690,72833,75870,79696,83518,88074,95406,96437,98035,102536,132575,137213,139970,148018,169427,197335,219105,212284,216976,236917,254852,443908,426708,491653,630071,842725,915824,919907,999595
1008,53507,57232,63407,71132,73392,79446,84332,88402,99385,95548,102336,118890,130979,138530,137648,147970,164252,180076,211618,207288,216721,221943,369026,447452,415329,515005,623119,837901,923446,982824,929362
1135,51303,57691,62321,73816,74336,78966,83230,88359,96740,98114,102482,118855,133680,138795,131334,148415,162650,194390,212220,207174,216254,231777,229069,419113,482635,522516,663492,846328,920324,929227,953767
1455,52735,58235,60544,70908,75234,79045,84826,88964,97121,99418,104464,109557,131119,137535,137224,149130,162044,187225,218556,212884,216100,222743,274110,414659,486715,456370,618971,844266,976186,917776,937582
1862,52523,57506,63799,70117,73837,78429,84206,85768,96117,95405,108116,109097,131032,138359,139506,145569,167305,183183,210799,213559,216087,279837,381288,490106,480976,533003,605129,830900,944086,917354,908929
1017,54477,56248,62211,71803,75510,79108,83214,87237,99196,96853,108509,114403,131391,137422,138037,147393,166938,181209,201054,206102,216834,257705,206107,406722,421381,588800,617000,867363,934722,976633,908662
1304,52138,56780,60117,73870,73612,78371,84358,84247,95474,99087,104704,104972,130233,138498,132084,146763,163839,186360,216067,213780,216903,242714,393915,430115,408483,517256,660885,864647,952262,953730,938556
1175,51648,57796,61015,72676,75115,78657,84838,85807,98953,97038,102647,118010,134685,138924,134101,147232,168604,180932,208945,207564,216570,292208,304840,402998,464563,435349,612395,834370,928555,954753,957158
1431,50620,56887,63254,73391,75334,79507,84975,84758,95090,95515,97340,117569,133365,136973,131107,145591,160644,192317,212276,204255,216476,251521,365400,419939,433090,475413,648148,828762,905437,988868,970836
1390,54511,58375,60642,73832,73044,78104,84081,86466,95326,97322,98049,116628,130589,137243,136989,146307,160587,181892,212537,206549,216983,291164,328004,456435,449141,435827,686711,856786,944691,977568,957385
1522,51464,57066,64667,70192,75142,78895,83224,88223,95367,97911,106178,104835,132269,139902,131393,149654,169975,181646,209364,202137,216252,282860,338174,453085,490858,442056,630879,849864,959883,953405,990506
1785,54553,56531,62126,70248,75253,78304,84484,89852,95825,95573,105553,103194,133172,136716,132514,146325,167463,184937,204790,207293,216363,285327,389891,468485,419755,559747,608471,884849,961624,921297,978322
1638,50734,58471,63507,73239,75858,79608,84738,84657,96948,98139,101373,101819,133841,137627,133667,149766,162786,187685,216730,209988,216689,224352,399207,447636,415061,582879,674025,813265,999911,942236,926291
1343,53170,57037,64666,73401,76859,79801,84856,88852,97595,99530,106348,111832,132336,138198,137817,149006,166459,186648,209258,208703,216109,221775,209129,470552,455759,412384,655658,821450,927493,948062,968634
1678,52407,58416,61219,72598,73204,78046,83069,84623,97118,99130,109343,118259,133410,139255,137817,145506,166719,182878,201095,202313,216579,299577,343652,450385,457636,468068,650405,822057,904511,972932,961117
1739,51182,57372,62995,70322,76029,79413,84378,87062,97166,96679,105574,114079,134786,138446,134972,147377,162129,181908,216107,213836,216688,281655,320184,488018,423543,433276,671308,856164,965682,914722,920511
1391,50688,58962,63301,73515,73577,78996,84246,89220,99257,95066,109753,118921,132994,136097,130047,146586,165474,190007,217036,213915,216452,273331,237743,475561,468322,494473,659429,813973,999658,923856,954282
1949,50226,58548,62259,71122,74935,78001,83738,87168,98539,98983,96983,100816,130015,139654,138444,145145,160175,192759,201139,200717,216862,277999,271064,420194,426738,553058,601075,871038,968850,955633,982759
1355,54623,57081,61761,70249,74543,78668,83340,85498,99961,97008,98639,102783,134315,137922,130142,149182,163405,190155,203020,202993,216286,218821,365952,418789,472558,547284,670702,899958,950556,983298,975879
1877,51441,57625,63530,70253,74353,78102,84553,87512,98622,95565,101144,111640,134888,137078,138859,149180,161216,179685,213026,203633,216153,236080,251601,478757,438340,539116,659527,860477,900502,960682,920055
1442,50554,58132,64215,72123,76974,78299,84774,87111,95579,96855,97152,106009,130450,136956,133182,147619,167439,191734,200002,210858,216536,220658,299072,408810,496435,571887,618756,808313,908279,910851,968283
1760,52061,58234,64787,70646,75468,79244,84631,85267,97410,96180,98071,106591,132033,137892,139390,146924,166412,189945,206801,202818,216772,276096,387568,422954,433298,438317,622829,894069,986550,939767,901486
1031,51899,56961,60346,73073,73230,78897,83449,84523,98445,98691,101458,110719,131388,139050,132791,149856,166072,186519,200309,213374,216409,274585,382160,453781,491765,470778,646487,835109,974193,989788,916346
1395,52957,56698,63347,70255,73784,78583,83628,86129,95649,99887,105484,104220,132077,139579,134497,149197,166016,198195,203125,206732,216106,283136,293853,420361,498640,533002,665647,846525,943390,919341,903335
1143,50029,56250,63287,73314,74567,78714,83070,86872,96479,99972,108864,112635,133950,138191,134169,148630,163097,189372,208902,207931,216607,219452,261312,469357,443062,572216,690899,888627,956573,988732,982008
1776,52471,58516,60660,71874,75554,79086,84185,85420,99925,99770,106095,102800,134438,138433,133831,145280,167504,185957,202356,202516,216311,288711,315091,461486,474590,452024,614017,850721,902463,923152,955815
1192,54597,57620,63234,70436,73179,79929,84512,87451,99012,97763,108327,103133,130170,137554,130754,148014,161834,184697,204068,204255,216263,289166,370224,405507,494332,578672,683800,802338,942904,953794,973466
1831,53645,58909,63165,71939,75214,78921,83542,85318,97050,99723,103276,108621,134910,138862,137021,149460,167949,179894,215025,214729,216686,231153,307241,423120,465243,553527,653492,810346,965661,969837,925445
1075,50540,57392,63374,72905,74600,78609,83686,86394,96442,99308,109559,117840,130798,138792,133068,149256,166877,192005,210766,209804,216339,232469,384683,458152,400458,456176,665812,874720,944993,915447,977804
1962,52239,56931,64919,70286,75780,78536,83906,87156,97128,98248,106649,111950,132432,137297,134734,149187,165861,191144,211721,213602,216556,277039,324978,485790,478139,523962,699533,862664,981114,978303,939157
1395,52981,57167,62889,71896,75690,79307,84050,84081,99377,98526,102310,109745,131851,138604,135354,149279,168775,190300,219922,205208,216847,237008,241200,402526,430055,442128,682436,804443,984081,910148,976674
1175,52151,56611,61037,70509,73310,78708,84421,87007,99438,95762,109120,108931,132426,136061,136470,147813,163134,187664,217009,204296,216200,244612,240829,409417,457225,455296,698122,843719,982340,949458,903457
1962,53601,57649,64009,72621,73578,79671,84398,89105,99720,96833,109781,112820,133312,138497,131680,148919,169194,199908,215819,201141,216828,260638,350558,486707,403925,526616,653622,834854,979285,928971,980838
1103,53774,56666,60557,70464,73280,78012,83355,88824,99772,95862,97281,102194,134603,136899,136313,148240,166014,183154,216184,204527,216328,228246,311654,487645,462288,409848,628997,810670,904036,982518,996946
1778,53053,57036,61828,71628,75789,79171,84317,89549,98684,99172,105166,106449,130739,137775,136703,145625,160645,199796,218168,210786,216004,287780,292304,425013,484311,552911,674764,896457,953136,958375,945544
1570,52631,57679,60707,71948,75820,78192,84247,86626,96777,98593,97023,110765,131619,139624,136360,148045,160387,182759,207514,210236,216919,278611,243638,455435,427464,441301,600608,804121,968705,983297,981085
1077,51465,58498,64865,70463,75615,79248,84028,87394,96425,98191,104998,100885,133661,136285,134427,149049,164200,196598,212920,203242,216990,235725,218079,420406,463232,434653,669850,899526,983646,971934,926913
1948,53857,58499,62080,72026,73215,79405,83491,88744,97424,95608,100088,106055,130445,136867,132213,146048,160496,181042,204660,201927,216342,293911,242400,447418,442231,401088,631747,845870,936598,978577,928563
1490,50564,57633,61765,72383,76338,79258,83565,88765,96365,97169,105538,100627,133522,136886,130606,147161,161316,190358,207075,206708,216659,237235,258343,449044,416222,457512,603514,801622,948644,960341,956459
1946,53971,57468,61993,73474,75383,78042,84653,87026,99424,96749,103552,114589,131450,138024,138749,146695,161328,189278,207500,209322,216485,291154,289725,455520,451461,409123,666746,832869,955510,905768,902406
1947,53211,58119,61974,71311,76661,79580,83472,89885,97032,99050,105322,100592,131311,136579,133097,149512,163464,187099,209450,214712,216189,248753,294062,474307,420186,487047,600670,888152,931326,927417,943820
1832,54035,57013,61392,70685,74824,78327,84175,84974,98390,98828,96974,119532,131843,137563,135268,149740,165053,198202,217079,214034,216734,253556,223899,407430,470404,598257,657150,898530,994596,934076,966011
1663,51907,58938,61533,72226,73074,78263,84481,85748,97326,95379,98237,101420,131444,136185,130260,149076,161358,191240,200603,210283,216347,241676,398962,421053,410285,493732,655579,866704,920406,905036,976970
1530,53730,58818,63480,73962,75956,78596,83884,87273,99393,99608,100690,111547,134212,136105,134363,146265,168114,198588,212026,208135,216040,288819,311112,463539,452434,493448,652845,882120,946641,975030,959293
1896,50362,56432,61365,71040,76918,78603,84979,85849,98888,96450,104572,109867,134785,136388,134781,147142,160103,186882,204889,201931,216490,251286,231896,433433,450299,588960,633770,899436,904593,933746,959888
1394,51311,56751,64008,70706,75794,79958,83974,89878,99972,98764,99183,114477,134369,138781,133401,147190,162061,194514,217584,209885,216030,250976,330787,467337,479182,420277,666251,884929,941572,935617,950445
1331,53340,56626,62683,72375,76183,79774,84033,86505,96485,96320,105053,117940,131938,138946,136195,148049,161110,187063,206786,206134,216476,290020,310492,404253,496023,567978,605162,809416,954063,991029,981322
1590,50978,58162,62704,72308,76390,79994,84296,85699,97670,99796,105767,113211,130443,138363,136959,149893,166288,185953,210792,208428,216830,280711,322802,429244,405984,477850,609795,890911,921187,936159,940496
1551,53794,57137,60318,73949,75339,78643,84089,86965,99579,96688,108143,108914,131443,139550,134697,148811,166446,179643,214869,200183,216262,282216,307123,451045,448474,555742,665407,887458,946268,994639,945483
1172,52853,58989,61997,71771,73663,78004,83013,88031,96163,96346,105062,103524,132149,139527,131347,149079,162853,190729,218932,207829,216023,224052,381774,468824,498810,440724,681961,843107,991245,930614,919261
1792,52071,57995,62908,72980,73060,79889,84346,84433,97119,99198,100895,103386,133721,139168,132584,145002,161333,191812,203895,213933,216596,252259,391207,483511,406350,543042,661383,810214,949769,900212,994213
